version,efficiency_mode,hours_cap,sigma_sub,omega,kappa,Y0,Y1,C0,C1,dY_pct,A_req_pct,A_req_frozen_pct,baseline_informality_pct,informality_pct,dInf_pp,dGHH_pct,CE_pct,hours_pct,efficiency_pct,reallocation_pct,decomposition_total_pct,dimension,E_Q,h_star,eta_I,bridge_target,bridge_residual,interpretation
empirical_sensitivity,bilateral,40,1.326,0.6778732098773891,0.003164705983623533,4.052271115769723,4.106974051555463,4.052271115769723,4.106973855200963,1.3499327715971399,-1.232771412292466,-1.1717220487952318,38.60008721172536,38.1664687243912,-0.43361848733415864,5.757629909701618,4.510143429266267,-2.9026998885400563,4.088314039758758,0.1643186203784311,1.3499327715971323,efficiency,0.4,40.0,0.4,1.622443453115618,6.661338147750939e-16,Conditional on hourly remuneration mapping; not an identified set
empirical_sensitivity,bilateral,40,1.326,0.6772094354663557,0.0021098039890823555,4.131742533101652,4.128438530537526,4.131742533101652,4.128438529832431,-0.07996632262672332,0.07394898038040054,0.07027292332408841,38.60008721172536,38.626071511099916,0.025984299374559594,3.9555462485076958,3.098511227997695,-3.084880386350426,3.0146568111854775,-0.009742747461778663,-0.07996632262672712,efficiency,0.6,40.0,0.4,1.622443453115618,2.220446049250313e-16,Conditional on hourly remuneration mapping; not an identified set
empirical_sensitivity,bilateral,40,1.326,0.6760596645525428,0.0010549019945411775,4.229480965253061,4.1512400421030975,4.229480965253061,4.151239653775215,-1.84989420197762,1.7378670758490866,1.651070086879658,38.60008721172534,39.20988612806686,0.6097989163415252,1.7256439269604618,1.3517544094523617,-3.360694149926054,1.7364416108544014,-0.22564166290597285,-1.849894201977625,efficiency,0.8,40.0,0.4,1.622443453115618,1.3322676295501878e-15,Conditional on hourly remuneration mapping; not an identified set
empirical_sensitivity,bilateral,40,1.326,0.6737992217650596,0.0,4.368603535161442,4.172630218093146,4.368603535161442,4.172627833958254,-4.485948781824012,4.316340891185666,4.099259279715972,38.60008721172534,40.11104653533251,1.510959323607175,-1.5939615894373025,-1.2486032450592202,-3.937837125911935,0.0,-0.5481116559120807,-4.485948781824016,efficiency,1.0,40.0,0.4,1.622443453115618,4.440892098500626e-16,Conditional on hourly remuneration mapping; not an identified set
empirical_sensitivity,bilateral,40,1.326,0.677801368343341,0.0011155514023328946,4.208969741971671,4.169933181975755,4.208969741971671,4.169933085813963,-0.9274611695742507,0.8641407455637795,0.8210861654549761,38.60008721172534,38.90353825457821,0.3034510428528703,2.8877020649712564,2.2620332842274835,-3.2371604068972912,2.422761160982095,-0.11306192365904982,-0.9274611695742463,peak,0.6,38.0,0.4,1.622443453115618,2.220446049250313e-16,Conditional on hourly remuneration mapping; not an identified set
empirical_sensitivity,bilateral,40,1.326,0.6776537638597193,0.0014594328457154147,4.184109900204836,4.158855131700863,4.184109900204836,4.158855091186637,-0.6035875994255591,0.5607624456474447,0.5328473630061614,38.60008721172533,38.79705315157808,0.19696593985275568,3.295761439561234,2.5816797943229663,-3.176139703312241,2.646116554676905,-0.07356445079022672,-0.6035875994255627,peak,0.6,39.0,0.4,1.622443453115618,-1.5543122344752192e-15,Conditional on hourly remuneration mapping; not an identified set
empirical_sensitivity,bilateral,40,1.326,0.6772094354663557,0.0021098039890823555,4.131742533101652,4.128438530537526,4.131742533101652,4.128438529832431,-0.07996632262672332,0.07394898038040054,0.07027292332408841,38.60008721172536,38.626071511099916,0.025984299374559594,3.9555462485076958,3.098511227997695,-3.084880386350426,3.0146568111854775,-0.009742747461778663,-0.07996632262672712,peak,0.6,40.0,0.4,1.622443453115618,2.220446049250313e-16,Conditional on hourly remuneration mapping; not an identified set
empirical_sensitivity,bilateral,40,1.326,0.6753890312727526,0.003805787903135696,3.9999412142798265,4.03796966584707,3.9999412142798265,4.037969567835911,0.950725261448393,-0.8712513150231582,-0.8280614060674041,38.60008721172534,38.29373210461099,-0.30635510711434777,5.25446330844603,4.115996258282722,-2.9262723201125396,3.761247836178594,0.11574974538233529,0.9507252614483896,peak,0.6,41.0,0.4,1.622443453115618,-2.220446049250313e-16,Conditional on hourly remuneration mapping; not an identified set
empirical_sensitivity,bilateral,40,1.326,0.6667854663511236,0.0021098039890823555,3.9657183040226434,3.962547112709266,3.9657183040226434,3.962547112004346,-0.07996511779871929,0.07394856081857082,0.07027292332408841,38.60008721172534,38.62606829967462,0.025981087949283888,3.955547622834183,3.098512304553443,-3.0848803863504357,3.014656811185475,-0.009741542633760654,-0.0799651177987217,eta,0.6,40.0,0.33,1.622443453115618,-1.176836406102666e-14,Conditional on hourly remuneration mapping; not an identified set
empirical_sensitivity,bilateral,40,1.326,0.6772094354663557,0.0021098039890823555,4.131742533101652,4.128438530537526,4.131742533101652,4.128438529832431,-0.07996632262672332,0.07394898038040054,0.07027292332408841,38.60008721172536,38.626071511099916,0.025984299374559594,3.9555462485076958,3.098511227997695,-3.084880386350426,3.0146568111854775,-0.009742747461778663,-0.07996632262672712,eta,0.6,40.0,0.4,1.622443453115618,2.220446049250313e-16,Conditional on hourly remuneration mapping; not an identified set
empirical_sensitivity,bilateral,40,1.326,0.6890833159644486,0.0021098039890823555,4.326045531396049,4.322586095936662,4.326045531396049,4.322586095231381,-0.07996761555743026,0.0739494306135624,0.0702729233240662,38.60008721172534,38.62607495735904,0.025987745633698767,3.9555447736842226,3.098510072719308,-3.0848803863503993,3.014656811185466,-0.009744040392497572,-0.0799676155574308,eta,0.6,40.0,0.5,1.622443453115618,0.0,Conditional on hourly remuneration mapping; not an identified set
