efficiency_mode,sigma_sub,wedge_relief_national,omega,hourly_ratio_target,hourly_ratio_implied,bridge_residual,baseline_operator_h0,hours_cap,tau_national,tau_national_cap,pi_national,Y0,Y1,dY_pct,A_req_pct,A_req_signed_pct,A_req_nonnegative_pct,A_req_frozen_pct,baseline_informality_pct,informality_pct,dInf_pp,restoration_residual,frozen_restoration_residual,max_kkt_violation,baseline_NF,reform_NF,compensated_NF,NF_init,gamma_F
bilateral,0.4,0.16666666666666666,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,2.6270878882714404,0.0,4.957645989803924,4.9095742066241534,-0.9696493714685617,0.962597264341003,0.962597264341003,0.962597264341003,1.5039774015498386,38.60008721172534,37.14977365102379,-1.4503135607015438,-2.220446049250313e-16,2.220446049250313e-16,2.1060627200530924e-15,0.3622594854508205,0.3708163354589596,0.3711240154934665,0.3622594854508205,0.06
bilateral,0.4,0.18333333333333332,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,2.5745461305060116,0.0,4.957645989803924,4.911250351376153,-0.9358400846528725,0.9294256490557595,0.9294256490557595,0.9294256490557595,1.5039774015498386,38.60008721172534,37.04056511466865,-1.559522097056687,2.220446049250313e-16,2.220446049250313e-16,2.2015809314490653e-15,0.3622594854508205,0.37146066582345494,0.3717502658015837,0.3622594854508205,0.06
bilateral,0.4,0.2,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,2.5220043727405828,0.0,4.957645989803924,4.9128833267592045,-0.9029015612808888,0.8970798311133121,0.8970798311133121,0.8970798311133121,1.5039774015498386,38.60008721172534,36.93197765074229,-1.6681095609830443,2.220446049250313e-16,2.220446049250313e-16,4.273274442634367e-15,0.3622594854508205,0.37210133186062044,0.37237370704266626,0.3622594854508205,0.06
bilateral,0.4,0.21666666666666667,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,2.469462614975154,0.0,4.957645989803924,4.914473602385434,-0.8708243288705897,0.8655528253019185,0.8655528253019185,0.8655528253019185,1.5039774015498386,38.60008721172534,36.82400548998883,-1.776081721736511,-2.220446049250313e-16,2.220446049250313e-16,2.218277644905342e-15,0.3622594854508205,0.3727383676090659,0.37299434313274493,0.3622594854508205,0.06
bilateral,0.4,0.23333333333333334,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,2.4169208572097247,0.0,4.957645989803924,4.916021641621499,-0.8395990409164167,0.8348376693882997,0.8348376693882997,0.8348376693882997,1.5039774015498386,38.60008721172534,36.716642924717824,-1.883444287007513,2.220446049250313e-16,2.220446049250313e-16,2.5468993233856985e-15,0.3622594854508205,0.3733718067441648,0.37361217833625077,0.3622594854508205,0.06
bilateral,0.4,0.25,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,2.3643790994442964,0.0,4.957645989803924,4.917527901671204,-0.8092164752228737,0.8049274255510053,0.8049274255510053,0.8049274255510053,1.5039774015498386,38.60008721172534,36.60988430835004,-1.9902029033752988,0.0,2.220446049250313e-16,3.2052268825188968e-15,0.3622594854508205,0.37400168258073474,0.3742272172563507,0.3622594854508205,0.06
bilateral,0.4,0.26666666666666666,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,2.3118373416788676,0.0,4.957645989803924,4.918992833657558,-0.7796675322493951,0.7758151817590653,0.7758151817590653,0.7758151817590653,1.5039774015498386,38.60008721172534,36.50372405495183,-2.096363156773501,4.440892098500626e-16,2.220446049250313e-16,3.1419094756457433e-15,0.3622594854508205,0.37462802807578416,0.37483946482538605,0.3622594854508205,0.06
bilateral,0.4,0.2833333333333333,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,2.2592955839134388,0.0,4.957645989803924,4.920416882704252,-0.7509432334668165,0.7474940530959318,0.7474940530959318,0.7474940530959318,1.5039774015498386,38.60008721172534,36.39815663875983,-2.2019305729655105,-2.220446049250313e-16,2.220446049250313e-16,4.0578434709614974e-15,0.3622594854508205,0.375250875831317,0.3754489262954198,0.3622594854508205,0.06
bilateral,0.4,0.3,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,2.2067538261480095,0.0,4.957645989803924,4.921800488016508,-0.7230347197265896,0.7199571830309504,0.7199571830309504,0.7199571830309504,1.5039774015498386,38.60008721172534,36.29317659369617,-2.306910618029173,-2.220446049250313e-16,2.220446049250313e-16,1.4299542452911318e-15,0.3622594854508205,0.3758702580971926,0.3760556072288959,0.3622594854508205,0.06
bilateral,0.4,0.31666666666666665,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,2.154212068382581,0.0,4.957645989803924,4.923144082961322,-0.6959332496422554,0.6931977446379411,0.6931977446379411,0.6931977446379411,1.5039774015498386,38.60008721172534,36.18877851287557,-2.411308698849762,-2.220446049250313e-16,2.220446049250313e-16,7.959746143454405e-14,0.3622594854508205,0.3764862067740341,0.3766595134894155,0.3622594854508205,0.06
bilateral,0.4,0.3333333333333333,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,2.1016703106171524,0.0,4.957645989803924,4.924448095146998,-0.6696301979851271,0.6672089417629312,0.6672089417629312,0.6672089417629312,1.5039774015498386,38.60008721172534,36.08495704810508,-2.515130163620255,2.220446049250313e-16,2.220446049250313e-16,1.4225057763661564e-13,0.3622594854508205,0.37709875341618,0.37726065123262575,0.3622594854508205,0.06
bilateral,0.4,0.35,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,2.0491285528517236,0.0,4.957645989803924,4.925712946502,-0.6441170540937735,0.6419840101405949,0.6419840101405949,0.6419840101405949,1.5039774015498386,38.60008721172534,35.98170690937748,-2.618380302347856,4.440892098500626e-16,2.220446049250313e-16,7.667423553708863e-14,0.3622594854508205,0.37770792923467283,0.37785902689725204,0.3622594854508205,0.06
bilateral,0.4,0.36666666666666664,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,1.9965867950862946,0.0,4.957645989803924,4.926939053353145,-0.6193854202968807,0.6175162184626437,0.6175162184626437,0.6175162184626437,1.5039774015498386,38.60008721172534,35.87902286435561,-2.7210643473697225,-2.220446049250313e-16,2.220446049250313e-16,3.6557454112517984e-14,0.3622594854508205,0.37831376510030185,0.3784546471962218,0.3622594854508205,0.06
bilateral,0.4,0.3833333333333333,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,1.944045037320866,0.0,4.957645989803924,4.928126826502974,-0.5954270103524784,0.5937988693965446,0.5937988693965446,0.5937988693965446,1.5039774015498386,38.60008721172534,35.7768997378574,-2.8231874738679332,2.220446049250313e-16,2.220446049250313e-16,2.280966214518454e-14,0.3622594854508205,0.3789162915466413,0.37904751910794715,0.3622594854508205,0.06
bilateral,0.4,0.4,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,1.891503279555437,0.0,4.957645989803924,4.929276671306442,-0.5722336479011769,0.5708253005570985,0.5708253005570985,0.5708253005570985,1.5039774015498386,38.60008721172534,35.67533241133042,-2.924754800394913,6.661338147750939e-16,2.220446049250313e-16,1.1182244366580996e-14,0.3622594854508205,0.3795155387731505,0.3796376498677227,0.3622594854508205,0.06
bilateral,0.4,0.4166666666666667,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,1.838961521790008,0.0,4.957645989803924,4.930388987746823,-0.5497972649349814,0.5485888854316334,0.5485888854316334,0.5485888854316334,1.5039774015498386,38.60008721172534,35.57431582232535,-3.025771389399984,2.220446049250313e-16,2.220446049250313e-16,5.693362448155881e-15,0.3622594854508205,0.3801115366482804,0.3802250469592591,0.3622594854508205,0.06
bilateral,0.4,0.43333333333333335,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,1.7864197640245794,0.0,4.957645989803924,4.931464170510836,-0.5281099002819922,0.5270830342597899,0.5270830342597899,0.5270830342597899,1.5039774015498386,38.60008721172534,35.47384496396526,-3.1262422477600693,-5.551115123125783e-16,2.220446049250313e-16,1.3322676295501878e-15,0.3622594854508205,0.3807043147126049,0.3808097181063506,0.3622594854508205,0.06
bilateral,0.4,0.45,0.9662428352815933,1.6824732562046965,1.6824732562046962,-2.220446049250313e-16,44.0,40.0,3.1525054659257283,1.7338780062591508,0.0,4.957645989803924,4.932502609062989,-0.5071636981068384,0.5063011948688745,0.5063011948688745,0.5063011948688745,1.5039774015498386,38.60008721172534,35.37391488441198,-3.2261723273133533,0.0,2.220446049250313e-16,3.189722791452354e-15,0.3622594854508205,0.3812939021819693,0.3813916712646782,0.3622594854508205,0.06
