mode,hours_cap,A_req_pct,annual_gain_3yr_pct,annual_gain_5yr_pct,annual_gain_10yr_pct
bilateral,40,1.572576081477184,0.5214680115478432,0.3125552838808554,0.1561557188977103
bilateral,36,8.381260761025477,2.7191458869075813,1.622725809689718,0.8080977946165246
flat_below,40,1.5337648709667917,0.508663187584335,0.30488816144234043,0.1523280615295386
flat_below,36,6.52441594956108,2.129150752493425,1.2721038827649744,0.6340418957546223
