mode,cap,hours_pct,efficiency_pct,reallocation_pct,total_pct
bilateral,40,-2.2435240598822053,0.771446106729871,-0.2044729219747943,-1.6765508751271252
flat_below,40,-2.1887591842589864,0.752486152211766,-0.1995056383922488,-1.6357786704394697
bilateral,36,-6.707031454034781,-0.6622119816838027,-1.0283796245112191,-8.397623060229797
flat_below,36,-6.53973704950988,0.7066083862483395,-0.8130935188771633,-6.646222182138706
