input_kind,efficiency_mode,h0,h1,sector,sigma_sub,omega,Y_base,Y_reform,dY_pct,A_req_pct,A_req_frozen_pct,inf_base,inf_reform,dInf_pp,dGHH_pct,CE_pct,C_base,C_reform,h_avg_base,h_avg_reform,decomp_hours_pct,decomp_efficiency_pct,decomp_reallocation_pct,decomp_total_pct,contribution_to_dY,scenario_variant
reprocessed,bilateral,120.0,40,agriculture,1.326,0.6760343735546176,0.2345039112612389,0.2385515756373543,1.7260541004820773,-1.124037505075992,-1.022989617796155,0.7574959911278667,0.7529431631412782,-0.4552827986588514,5.197152602338808,4.071102871832066,0.2345039112612389,0.2385515743952562,37.99050530940949,36.56724110272199,-4.442160534692545,5.47572339322488,0.6924912419497483,1.7260541004820826,0.0992738421369973,empirical_bridge
reprocessed,bilateral,120.0,40,industry,1.326,0.6760343735546176,0.9499844438429672,0.9412533223683331,-0.9190804682352338,0.845636926784632,0.8004803765887747,0.4025814646843844,0.4057079557856862,0.3126491101301809,2.5766759046488508,2.018396125308266,0.9499844438429672,0.9412533180877882,40.32617419915796,38.4145706378088,-3.1584158954053883,2.364292322186091,-0.1249568950159386,-0.9190804682352356,-0.2141412662735598,empirical_bridge
reprocessed,bilateral,120.0,40,services,1.326,0.6760343735546176,2.892783450826027,2.895442453397008,0.0919184797680605,-0.0877367833889697,-0.0843362062431851,0.3421121966494677,0.3418549685936753,-0.0257228055792424,4.370402184665342,3.4234817113211844,2.892783450826027,2.8954424530393306,38.91190880821773,36.80551984831607,-3.0157426587576106,3.100150050993199,0.0075110875324666,0.0919184797680552,0.0652152394430451,empirical_bridge
reprocessed,bilateral,120.0,40,AGGREGATE,1.326,0.6760343735546176,4.077271805930232,4.075247351402696,-0.049652184693516,0.0457591946325885,0.0657386360012557,0.3859602962719022,0.3860705809496146,0.0110284677712402,3.992706949648443,3.1276204438912805,4.077271805930232,4.075247345522375,39.13172030246438,37.11696564762194,-3.1310251193686773,3.0653296706593256,0.0160432640158396,-0.0496521846935119,-0.049652184693516,empirical_bridge
reprocessed,bilateral,120.0,36,agriculture,1.326,0.6760343735546176,0.2345039112612389,0.2164196168459979,-7.711724004080667,5.45061478376796,4.945935052280026,0.7574959911278667,0.7779775170673288,2.0481525939462064,-5.016737619805129,-3.9297778021806846,0.2345039112612389,0.2164195917087318,37.99050530940949,35.63731711331894,-8.535689052711456,3.8228480552815385,-2.998883006650748,-7.711724004080664,-0.4435390936885316,empirical_bridge
reprocessed,bilateral,120.0,36,industry,1.326,0.6760343735546176,0.9499844438429672,0.8724340642724538,-8.163331523282535,8.020477287326955,7.583689665835225,0.4025814646843844,0.4319607272367107,2.9379262552326315,-2.772909917047228,-2.1721127683536614,0.9499844438429672,0.8724336862945085,40.32617419915796,36.2017257073197,-7.804356856451315,0.7552496085117284,-1.114224275342953,-8.16333152328254,-1.9020164281841416,empirical_bridge
reprocessed,bilateral,120.0,36,services,1.326,0.6760343735546176,2.892783450826027,2.707892712687682,-6.3914475895369804,6.488902035088229,6.23427953722655,0.3421121966494677,0.3610837126121012,1.8971515962633467,-0.0046070086832193,-0.0036088234685217,2.892783450826027,2.707890767063801,38.91190880821773,34.634948318111505,-7.379468596847221,1.5110431089688636,-0.5230221016586267,-6.391447589536984,-4.534667957859187,empirical_bridge
reprocessed,bilateral,120.0,36,AGGREGATE,1.326,0.6760343735546176,4.077271805930232,3.7967463938061337,-6.880223479731851,6.761253164309466,6.470256293341148,0.3859602962719022,0.4071774557497792,2.1217159477876946,-0.9683900504674569,-0.7585722061995079,4.077271805930232,3.796744045067041,39.13172030246438,35.0317168884765,-7.544965401645548,1.4679101576770872,-0.8031682357633914,-6.880223479731852,-6.880223479731851,empirical_bridge
reprocessed,flat_below,120.0,40,agriculture,1.326,0.6770921951422844,0.2374686108622369,0.2415219426352504,1.7068916006608426,-1.1126569912727868,-1.0125068057300624,0.7574959911278665,0.7529927399954811,-0.4503251132385366,5.173049981334289,4.052222485378527,0.2374686108622369,0.2415219414200561,37.990505309409485,36.5670631414011,-4.394897209779782,5.417760576713368,0.6840282337272585,1.706891600660844,0.0974364593289007,empirical_bridge
reprocessed,flat_below,120.0,40,industry,1.326,0.6770921951422844,0.957353499157836,0.9486136621349416,-0.9129163919683324,0.8394119265995093,0.7945267296880276,0.4025814646843845,0.4056907654973407,0.3109300812956184,2.584472910986247,2.0245037802725605,0.957353499157836,0.9486136579013384,40.32617419915796,38.41460921786438,-3.134808773945553,2.346545010558087,-0.124652628580864,-0.9129163919683296,-0.2100935285614037,empirical_bridge
reprocessed,flat_below,120.0,40,services,1.326,0.6770921951422844,2.965152298872721,2.9677944551674,0.089106933754568,-0.0850723857116375,-0.081779493244749,0.3421121966494675,0.3418630361902034,-0.0249160459264152,4.366857450159894,3.42070500262525,2.965152298872721,2.967794454831806,38.91190880821773,36.80549653842345,-2.9229736779180504,3.004820104755902,0.0072605069167084,0.0891069337545605,0.0635137631863839,empirical_bridge
reprocessed,flat_below,120.0,40,AGGREGATE,1.326,0.6770921951422844,4.159974408892794,4.157930059937591,-0.0491433060461399,0.0453076107363337,0.0647206258380661,0.3859602962719021,0.3860766206664848,0.01163243945827,3.993399229343756,3.1281627296526087,4.159974408892794,4.1579300541532005,39.13172030246438,37.11694329643978,-3.0557477415402454,2.9910689762038905,0.0155354592902194,-0.0491433060461357,-0.0491433060461399,empirical_bridge
reprocessed,flat_below,120.0,36,agriculture,1.326,0.6770921951422844,0.2374686108622369,0.2245054397289723,-5.458898793485156,3.7838389968644304,3.435608364963838,0.7574959911278665,0.7719747527503038,1.447876162243733,-2.138544666168729,-1.675193321832171,0.2374686108622369,0.2245054271670455,37.990505309409485,35.636152166488735,-8.442798019026897,5.121303207644747,-2.137403982103007,-5.458898793485157,-0.311616607677999,empirical_bridge
reprocessed,flat_below,120.0,36,industry,1.326,0.6770921951422844,0.957353499157836,0.8959746994593794,-6.411299457561947,6.193434648072893,5.857257171180819,0.4025814646843845,0.4253690344058461,2.2787569721461565,-0.5193410235495292,-0.4068171351137978,0.957353499157836,0.8959744720644899,40.32617419915796,36.19152461852879,-7.744466385323644,2.211300943762003,-0.8781340160003013,-6.411299457561943,-1.4754609924341575,empirical_bridge
reprocessed,flat_below,120.0,36,services,1.326,0.6770921951422844,2.965152298872721,2.8253492485165097,-4.714869128623212,4.710360267916114,4.526354848000924,0.3421121966494675,0.3558810561063477,1.3768859456880167,2.139447802714121,1.6759007787927285,2.965152298872721,2.825348223689056,38.91190880821773,34.63275804726114,-7.147742821349055,2.8173948870094123,-0.3845211942835665,-4.714869128623209,-3.360670922815145,empirical_bridge
reprocessed,flat_below,120.0,36,AGGREGATE,1.326,0.6770921951422844,4.159974408892794,3.945829387704861,-5.147748522927309,4.977145606998334,4.766419690506196,0.3859602962719021,0.4016297491520255,1.5669452880123391,1.2496921507324443,0.978925518073748,4.159974408892794,3.945828122920592,39.13172030246438,35.027963860485904,-7.358996609089888,2.8094284320090663,-0.5981803458464898,-5.147748522927312,-5.147748522927309,empirical_bridge
