efficiency_mode,hours_cap,gain_pct,A_mult,dGHH_pct,CE_pct,dY_pct,Y0,Y1,C0_per_worker,C1_per_worker,hours0_per_worker,hours1_per_worker,informality_pct,max_kkt_violation,resource_residual
bilateral,36,0.30000000000000004,1.003,-3.9795866582356414,-3.1173428822845857,-8.095838910937314,4.184726136567193,3.845937449686822,7.092756163673208,6.51852368442366,38.22434720369175,35.03836751011174,41.449003448119996,2.0883902246415786e-15,0.0
bilateral,36,0.4,1.004,-3.8508590534184135,-3.016506258511091,-7.9952653287724935,4.184726136567193,3.8501461786661553,7.092756163673208,6.525657362771678,38.22434720369175,35.03818577575114,41.42516588096398,1.4942474341195222e-15,0.0
bilateral,36,0.5,1.005,-3.7221456516459868,-2.915680760456023,-7.894702269220499,4.184726136567193,3.8543544673029593,7.092756163673208,6.532790292250722,38.22434720369175,35.03800443668855,41.401380163896675,1.7186772838240216e-15,0.0
bilateral,36,0.6000000000000001,1.006,-3.5934464166052735,-2.814866359674131,-7.794149705654818,4.184726136567193,3.8585623167114806,7.092756163673208,6.539922474763885,38.22434720369175,35.03782349180682,41.377646150385765,2.975050761300224e-16,0.0
bilateral,36,0.7000000000000001,1.007,-3.4647613120645224,-2.714063027783876,-7.693607611506382,4.184726136567193,3.862769728003562,7.092756163673208,6.547053912210101,38.22434720369175,35.037642939992246,41.35396369434867,3.874938564463193e-16,0.0
bilateral,36,0.8,1.008,-3.3360903018725843,-2.613270736466858,-7.59307596026323,4.184726136567193,3.8669767022886568,7.092756163673208,6.554184606484176,38.22434720369175,35.03746278013451,41.33033265015144,2.1017259113631503e-15,0.0
bilateral,36,0.9,1.009,-3.207433349959727,-2.512489457468453,-7.492554725471001,4.184726136567193,3.8711832406738074,7.092756163673208,6.561314559476746,38.22434720369175,35.03728301112676,41.30675287260768,2.0527199731668055e-15,0.0
bilateral,36,1.0,1.01,-3.0787904203374716,-2.411719162597686,-7.392043880732812,4.184726136567193,3.8753893442636507,7.092756163673208,6.568443773074288,38.22434720369175,35.037103631865506,41.28322421697726,1.0946105133413653e-15,0.0
bilateral,36,1.1,1.011,-2.950161477098281,-2.3109598237269866,-7.291543399709244,4.184726136567193,3.8795950141604196,7.092756163673208,6.575572249159129,38.22434720369175,35.03692464125066,41.25974653896543,1.374443094059874e-15,0.0
bilateral,36,1.2000000000000002,1.012,-2.82154648441627,-2.210211412792745,-7.191053256118685,4.184726136567193,3.883800251463928,7.092756163673208,6.582699989609411,38.22434720369175,35.03674603818552,41.23631969472154,1.6930901125533637e-15,0.0
bilateral,36,1.3,1.013,-2.692945406546812,-2.1094739017950026,-7.090573423737101,4.184726136567193,3.8880050572715787,7.092756163673208,6.589826996299112,38.22434720369175,35.036567821576774,41.21294354083799,1.376611498404845e-15,0.0
bilateral,36,1.4000000000000001,1.014,-2.5643582078267615,-2.00874726279763,-6.990103876398357,4.184726136567193,3.8922094326783543,7.092756163673208,6.59695327109803,38.22434720369175,35.03638999033448,41.189617934349094,1.4722381300180665e-15,0.0
