input_kind,efficiency_mode,h0,h1,sector,sigma_sub,omega,Y_base,Y_reform,dY_pct,A_req_pct,A_req_frozen_pct,inf_base,inf_reform,dInf_pp,dGHH_pct,CE_pct,C_base,C_reform,h_avg_base,h_avg_reform,decomp_hours_pct,decomp_efficiency_pct,decomp_reallocation_pct,decomp_total_pct,contribution_to_dY
reprocessed,bilateral,120.0,40,agriculture,1.326,0.622,0.2355028737453191,0.23898253484864812,1.4775450711026261,-1.0442220341062458,-0.9402522509767364,0.7574959911278667,0.7535136399367027,-0.39823511911639686,4.884050874305689,3.8258398515394565,0.2355028737453191,0.23898253389832227,37.990505309409485,36.565193316397426,-4.085224528575381,5.034401436797428,0.5283681628805811,1.4775450711026277,0.0896452997217592
reprocessed,bilateral,120.0,40,industry,1.326,0.622,0.9070768938625153,0.8997435657646401,-0.8084571603018675,0.782498412142929,0.7492245823685684,0.40258146468438455,0.4049670023637491,0.23855376793645577,2.7147921914165827,2.1265872166096567,0.9070768938625153,0.8997435632725873,40.32617419915796,38.41623355489534,-2.959092978104463,2.215440026457137,-0.06480420865453741,-0.8084571603018631,-0.18892598324103685
reprocessed,bilateral,120.0,40,services,1.326,0.622,2.739008128388016,2.7412611249469934,0.08225592818169591,-0.08116703579759132,-0.07921796730080422,0.34211219664946735,0.34192492512467393,-0.01872715247934198,4.358452646024524,3.4141212393858775,2.739008128388016,2.741261124757411,38.911908808217724,36.80531772129837,-2.8342573241612143,2.913538096077994,0.0029751562649097257,0.08225592818168945,0.05804316736719057
reprocessed,bilateral,120.0,40,AGGREGATE,1.326,0.622,3.8815878959958505,3.8799872255602814,-0.04123751615209281,0.039556015344643924,0.060286366480988285,0.38596029627190204,0.3860123968727263,0.005210060082427859,4.003372870569502,3.1359754152794435,3.8815878959958505,3.8799872219283205,39.13172030246438,37.11700562828862,-2.9393282177621445,2.8790781738434466,0.019012527766601558,-0.041237516152096386,-0.04123751615209281
reprocessed,bilateral,120.0,36,agriculture,1.326,0.622,0.2355028737453191,0.2198680074704826,-6.638928020786949,5.04539027433768,4.530853320199357,0.7574959911278667,0.775529966632432,1.8033975504565314,-3.646294793551482,-2.8562642549486608,0.2355028737453191,0.21986798798207416,37.990505309409485,35.63684212113695,-7.858476218566571,3.5240111527161773,-2.30446295493656,-6.638928020786953,-0.4027956262684416
reprocessed,bilateral,120.0,36,industry,1.326,0.622,0.9070768938625153,0.8419624696991278,-7.178490004978222,7.393260929032919,7.077372585412456,0.40258146468438455,0.42490332468555614,2.232186000117159,-1.4975391265513869,-1.1730723157985865,0.9070768938625153,0.8419622515038039,40.32617419915796,36.190803901358045,-7.318920166789419,0.7093327119169663,-0.5689025501057635,-7.178490004978216,-1.6775202805675982
reprocessed,bilateral,120.0,36,services,1.326,0.622,2.739008128388016,2.582387675330106,-5.718144880062315,5.981632567935113,5.840673292971754,0.34211219664946735,0.35581111848383595,1.3698921834368605,0.8587168254160215,0.6726615132425502,2.739008128388016,2.58238666088724,38.911908808217724,34.63272860416111,-6.941376960293123,1.4230132620534892,-0.19978118182268428,-5.718144880062318,-4.0349583019741955
reprocessed,bilateral,120.0,36,AGGREGATE,1.326,0.622,3.8815878959958505,3.6442181524997164,-6.11527420881024,6.231055530749807,6.046269782500002,0.38596029627190204,0.4017533729158383,1.5793076643936255,0.014748558819513907,0.011553037741952562,3.8815878959958505,3.644216900373118,39.13172030246438,35.02784735539598,-7.085245975975269,1.383706643285074,-0.4137348761200419,-6.115274208810237,-6.11527420881024
reprocessed,flat_below,120.0,40,agriculture,1.326,0.622,0.23875656919055563,0.24223313053448978,1.4561112834384327,-1.0317737910233826,-0.9287628613995125,0.7574959911278668,0.7535684405329228,-0.3927550594943985,4.857086634915956,3.8047178640174986,0.23875656919055563,0.2422331296101386,37.990505309409485,36.564996603906366,-4.033730056608919,4.971199788717116,0.5186415513302267,1.4561112834384238,0.08781461529417117
reprocessed,flat_below,120.0,40,industry,1.326,0.622,0.9135816103172618,0.9062643310424696,-0.800944238824064,0.7755094341878932,0.7426505339228839,0.40258146468438444,0.40494083555225757,0.2359370867873134,2.724273500513007,2.134014242068522,0.9135816103172618,0.9062643286047873,40.32617419915796,38.41629228090516,-2.9330547140804413,2.19587882086448,-0.06376834560810024,-0.8009442388240617,-0.18482747777110992
reprocessed,flat_below,120.0,40,services,1.326,0.622,2.806639870202901,2.808872889974306,0.07956203412886609,-0.07855581015002722,-0.07670558270231886,0.34211219664946746,0.34193209649083495,-0.01801001586325124,4.3550531642226415,3.4114583119744024,2.806639870202901,2.808872889798965,38.911908808217724,36.80529700090481,-2.743093197135986,2.81985766246875,0.002797568796091648,0.07956203412885512,0.05640394423424635
reprocessed,flat_below,120.0,40,AGGREGATE,1.326,0.622,3.9589780497107183,3.957370351551265,-0.04060891824269053,0.03898850049710578,0.059189944840354336,0.38596029627190204,0.3860163492961773,0.005605302427524883,4.004209267398256,3.1366305927953,3.9589780497107183,3.957370348013891,39.13172030246438,37.11698784519048,-2.864764338308957,2.805609407239681,0.018546012826580638,-0.040608918242695205,-0.04060891824269053
reprocessed,flat_below,120.0,36,agriculture,1.326,0.622,0.23875656919055563,0.2275897831527231,-4.677059180273336,3.4991364390040802,3.143463244407152,0.7574959911278668,0.7701876217944744,1.2691630666607612,-1.1397834047504607,-0.8928303337211941,0.23875656919055563,0.22758977350047951,37.990505309409485,35.635805340854375,-7.757603657427595,4.709942520668543,-1.629398043514278,-4.6770591802733295,-0.28206233774517847
reprocessed,flat_below,120.0,36,industry,1.326,0.622,0.9135816103172618,0.8622064621697947,-5.623487553523098,5.7052314174019125,5.462610870413198,0.40258146468438444,0.41981467405021833,1.723320936583389,0.5006313988064803,0.39216126239840965,0.9135816103172618,0.862206332117803,40.32617419915796,36.182928871636705,-7.25313867778099,2.0734727987280137,-0.4438216744701232,-5.6234875535231,-1.2976871177959954
reprocessed,flat_below,120.0,36,services,1.326,0.622,2.806639870202901,2.688505573969689,-4.209100621971562,4.337944308430419,4.2372427403037705,0.34211219664946746,0.3520028323116653,0.9890635662197833,2.7878876942929796,2.1838453605295003,2.806639870202901,2.6885050451553463,38.911908808217724,34.63112535048031,-6.713603563981064,2.64860469322197,-0.14410175121246765,-4.209100621971562,-2.9839593640041575
reprocessed,flat_below,120.0,36,AGGREGATE,1.326,0.622,3.9589780497107183,3.7783018192922064,-4.563708819545331,4.581772283326591,4.4504982874278065,0.38596029627190204,0.397566693112997,1.160639684109499,2.000322780907424,1.5669195117108154,3.9589780497107183,3.7783011507736286,39.13172030246438,35.0250027010986,-6.901068922291952,2.64020051055792,-0.3028404078113021,-4.563708819545333,-4.563708819545331
