case,experiment,input_kind,efficiency_mode,h0,h1,sector,sigma_sub,omega,eta_I,e_q,peak,hours_mixing,kappa,A_req_pct,A_req_frozen_pct,dY_pct,dInf_pp,dGHH_pct,CE_pct,classification
3,CES_grid,reprocessed,bilateral,120.0,36,AGGREGATE,1.1,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,5.680349527631967,5.670439930638116,-5.50845857686697,0.4930059490614369,0.8025751897234707,0.6286838986167187,sensitivity_not_identified_set
3,CES_grid,reprocessed,flat_below,120.0,40,agriculture,1.1,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,-0.9798124267901609,-0.9456603645693007,1.3466719726635157,-0.2881083454724598,4.724976851668954,3.701231867140681,sensitivity_not_identified_set
3,CES_grid,reprocessed,flat_below,120.0,40,industry,1.1,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,0.7052058080155854,0.6989656776688058,-0.708150655802664,0.08763529364484435,2.836517836447782,2.221938971884096,sensitivity_not_identified_set
3,CES_grid,reprocessed,flat_below,120.0,40,services,1.1,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,-0.07144959731544276,-0.07140084705624661,0.07150533592534813,-0.004083695486112315,4.345535682666971,3.4040029514224606,sensitivity_not_identified_set
3,CES_grid,reprocessed,flat_below,120.0,40,AGGREGATE,1.1,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,0.030030081873566594,0.05169619057181496,-0.03076906140289104,-0.006816758192440542,4.016565756842781,3.1463098428601786,sensitivity_not_identified_set
3,CES_grid,reprocessed,flat_below,120.0,36,agriculture,1.1,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,3.330316044400905,3.211931507531296,-4.368225847005547,0.9451879144821707,-0.7443177011261504,-0.5830488658821511,sensitivity_not_identified_set
3,CES_grid,reprocessed,flat_below,120.0,36,industry,1.1,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,5.192175929809584,5.145931405722193,-4.992863134436876,0.6408412616935366,1.3334376781100035,1.0445261811861695,sensitivity_not_identified_set
3,CES_grid,reprocessed,flat_below,120.0,36,services,1.1,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,3.9480533031105214,3.9458655102285523,-3.7983546720849803,0.2222660284553979,3.317719062509677,2.5988799322992473,sensitivity_not_identified_set
3,CES_grid,reprocessed,flat_below,120.0,36,AGGREGATE,1.1,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,4.179133350040853,4.175903453360541,-4.1103077297176664,0.36274183154765827,2.5890048097083693,2.0280537676048893,sensitivity_not_identified_set
4,CES_grid,reprocessed,bilateral,120.0,40,agriculture,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,-0.9807597541789836,-0.9462974670625401,1.3380505402499132,-0.28540173508564415,4.71416733028228,3.69276440872112,sensitivity_not_identified_set
4,CES_grid,reprocessed,bilateral,120.0,40,industry,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,0.7041848168529041,0.6984801170038191,-0.7056546677813635,0.08301643985699769,2.8395106023444656,2.2242833051698314,sensitivity_not_identified_set
4,CES_grid,reprocessed,bilateral,120.0,40,services,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,-0.07300662675225889,-0.07301595377363634,0.07306013629080343,-0.003763972107190261,4.347538158125458,3.405571557198276,sensitivity_not_identified_set
4,CES_grid,reprocessed,bilateral,120.0,40,AGGREGATE,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,0.030285500526927578,0.05205953990019552,-0.031005185319532558,-0.007327531105422169,4.016250548365993,3.1460629295533606,sensitivity_not_identified_set
4,CES_grid,reprocessed,bilateral,120.0,36,agriculture,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,4.751132250073886,4.57982531565706,-6.094908028385271,1.3196730793560651,-2.9499920936852826,-2.3108271400534717,sensitivity_not_identified_set
4,CES_grid,reprocessed,bilateral,120.0,36,industry,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,6.658268738133821,6.604025660792123,-6.3016047350956335,0.7772345017883986,-0.34079099037023586,-0.26695294245668477,sensitivity_not_identified_set
4,CES_grid,reprocessed,bilateral,120.0,36,services,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,5.383093706634812,5.38488247110096,-5.108131516452497,0.2711332016213819,1.6453155127596573,1.288830484995065,sensitivity_not_identified_set
4,CES_grid,reprocessed,bilateral,120.0,36,AGGREGATE,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,5.623197612947517,5.61792840179709,-5.449991920312969,0.45419791358956574,0.8776899487723757,0.6875237932050275,sensitivity_not_identified_set
4,CES_grid,reprocessed,flat_below,120.0,40,agriculture,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,-0.9705401332479879,-0.9364042245180948,1.3228337320827066,-0.2820649879512138,4.694983925248183,3.6777374081110765,sensitivity_not_identified_set
4,CES_grid,reprocessed,flat_below,120.0,40,industry,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,0.6982840923002831,0.6926463894783907,-0.6997324828851292,0.08216202276898343,2.8470350246659346,2.230177435988315,sensitivity_not_identified_set
4,CES_grid,reprocessed,flat_below,120.0,40,services,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,-0.07075368228658396,-0.07076804166660233,0.07080418965654811,-0.003606903646802273,4.344666884241401,3.4033223926557636,sensitivity_not_identified_set
4,CES_grid,reprocessed,flat_below,120.0,40,AGGREGATE,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,0.02965106022305708,0.05099469218237118,-0.03034808207534878,-0.007136729461976188,4.017105451949879,3.146732604027405,sensitivity_not_identified_set
4,CES_grid,reprocessed,flat_below,120.0,36,agriculture,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,3.298021070094026,3.179756291276603,-4.292566813575349,0.9257835925340685,-0.6476590059326023,-0.5073328879805384,sensitivity_not_identified_set
4,CES_grid,reprocessed,flat_below,120.0,36,industry,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,5.139937180224341,5.098262856694946,-4.934115108293025,0.6002969002925573,1.4094740893131372,1.1040880366286243,sensitivity_not_identified_set
4,CES_grid,reprocessed,flat_below,120.0,36,services,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,3.908725823385839,3.9101092959355155,-3.7617143037609213,0.19582599128041833,3.3646823403409742,2.6356678332670964,sensitivity_not_identified_set
4,CES_grid,reprocessed,flat_below,120.0,36,AGGREGATE,1.1,0.622,0.4,0.6,40.0,0.0,0.0021098039890823555,4.137317237907889,4.137461758363581,-4.066442312859264,0.3339465201739944,2.6453626441603184,2.0722007379255825,sensitivity_not_identified_set
5,CES_grid,reprocessed,bilateral,120.0,40,agriculture,1.1,0.622,0.5,0.6,40.0,0.0,0.0021098039890823555,-0.973451342530629,-0.9390135346458828,1.3195385983316932,-0.28070940947094725,4.690875819204973,3.6745193917105623,sensitivity_not_identified_set
