case,experiment,input_kind,efficiency_mode,h0,h1,sector,sigma_sub,omega,eta_I,e_q,peak,hours_mixing,kappa,A_req_pct,A_req_frozen_pct,dY_pct,dInf_pp,dGHH_pct,CE_pct,classification
6,CES_grid,reprocessed,bilateral,120.0,36,services,1.1,0.7,0.3,0.6,40.0,0.0,0.0021098039890823555,6.117643220667746,6.054433961117267,-5.897859094867275,0.8740511505999526,0.6328484777185314,0.4957313075461829,sensitivity_not_identified_set
6,CES_grid,reprocessed,bilateral,120.0,36,AGGREGATE,1.1,0.7,0.3,0.6,40.0,0.0,0.0021098039890823555,6.394300898193528,6.327967946771684,-6.376475424635208,1.0993988587513714,-0.3130063704890836,-0.24518832354978215,sensitivity_not_identified_set
6,CES_grid,reprocessed,flat_below,120.0,40,agriculture,1.1,0.7,0.3,0.6,40.0,0.0,0.0021098039890823555,-1.0952185304379358,-1.0624994280610145,1.6873353290175697,-0.3745884929212906,5.153585706503282,4.036975470094237,sensitivity_not_identified_set
6,CES_grid,reprocessed,flat_below,120.0,40,industry,1.1,0.7,0.3,0.6,40.0,0.0,0.0021098039890823555,0.7908800200383093,0.7779217489210621,-0.8340360996840657,0.1729845224802795,2.6793902980656625,2.098855733484769,sensitivity_not_identified_set
6,CES_grid,reprocessed,flat_below,120.0,40,services,1.1,0.7,0.3,0.6,40.0,0.0,0.0021098039890823555,-0.08009679440571515,-0.07928827082691603,0.08191629420779556,-0.01142124271182876,4.358421801009745,3.414097077457633,sensitivity_not_identified_set
6,CES_grid,reprocessed,flat_below,120.0,40,AGGREGATE,1.1,0.7,0.3,0.6,40.0,0.0,0.0021098039890823555,0.036149313661870686,0.06066768921531018,-0.038305432445473464,-0.001169321744604046,4.006953520601657,3.138780257804632,sensitivity_not_identified_set
6,CES_grid,reprocessed,flat_below,120.0,36,agriculture,1.1,0.7,0.3,0.6,40.0,0.0,0.0021098039890823555,3.733537426888933,3.619356294221654,-5.441868828002572,1.2205377785158622,-2.1159547188050962,-1.657497863063992,sensitivity_not_identified_set
6,CES_grid,reprocessed,flat_below,120.0,36,industry,1.1,0.7,0.3,0.6,40.0,0.0,0.0021098039890823555,5.840886121618216,5.743317148080829,-5.8759990199701235,1.2761217531481184,0.18974703911799995,0.14863518064243328,sensitivity_not_identified_set
6,CES_grid,reprocessed,flat_below,120.0,36,services,1.1,0.7,0.3,0.6,40.0,0.0,0.0021098039890823555,4.438164846670478,4.392739364992337,-4.345350327924891,0.6318592418645463,2.6165060828741824,2.0495964315847766,sensitivity_not_identified_set
6,CES_grid,reprocessed,flat_below,120.0,36,AGGREGATE,1.1,0.7,0.3,0.6,40.0,0.0,0.0021098039890823555,4.701462621704766,4.656871929105444,-4.760867425078851,0.8083814843424852,1.7529002358134798,1.3731051847205593,sensitivity_not_identified_set
7,CES_grid,reprocessed,bilateral,120.0,40,agriculture,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,-1.0983604624650312,-1.065148957582085,1.6793508077509678,-0.3720300760943762,5.143578539609804,4.029136522694346,sensitivity_not_identified_set
7,CES_grid,reprocessed,bilateral,120.0,40,industry,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,0.7915166315409117,0.7788460962393495,-0.8306808395223797,0.16737658271488431,2.6834385819546056,2.1020268891977745,sensitivity_not_identified_set
7,CES_grid,reprocessed,bilateral,120.0,40,services,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,-0.0820112817198071,-0.08122459990067554,0.08365057236154883,-0.011181284125322266,4.360649000523256,3.41584171707655,sensitivity_not_identified_set
7,CES_grid,reprocessed,bilateral,120.0,40,AGGREGATE,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,0.03624041628129682,0.0611417110039314,-0.03828154227979441,-0.0019512503778740253,4.006957643294562,3.138783487247407,sensitivity_not_identified_set
7,CES_grid,reprocessed,bilateral,120.0,36,agriculture,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,5.341982754492758,5.17539495112771,-7.591653876436233,1.7047404535355914,-4.8621715249949276,-3.8087010279126936,sensitivity_not_identified_set
7,CES_grid,reprocessed,bilateral,120.0,36,industry,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,7.515121640560007,7.391773461355888,-7.409602128586846,1.5860488522073612,-1.7759924816855681,-1.391194110653695,sensitivity_not_identified_set
7,CES_grid,reprocessed,bilateral,120.0,36,services,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,6.07022175889802,6.010964343169389,-5.83678816543679,0.8251705330705073,0.7111618625940388,0.5570767923653304,sensitivity_not_identified_set
7,CES_grid,reprocessed,bilateral,120.0,36,AGGREGATE,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,6.344417738083963,6.281824506894473,-6.305393532146875,1.0476080248210284,-0.2216250136376685,-0.17360626068284032,sensitivity_not_identified_set
7,CES_grid,reprocessed,flat_below,120.0,40,agriculture,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,-1.087162536005637,-1.0542424425643682,1.6605492849605996,-0.3677842894489358,5.119884971152593,4.010576560736199,sensitivity_not_identified_set
7,CES_grid,reprocessed,flat_below,120.0,40,industry,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,0.7849448885114629,0.7723908570976601,-0.8236954660856832,0.16578337636686258,2.6922893077266705,2.1089599577192253,sensitivity_not_identified_set
7,CES_grid,reprocessed,flat_below,120.0,40,services,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,-0.07949573528358567,-0.07873690643284137,0.08106341707920794,-0.010793183707963339,4.357367642543336,3.41327131999228,sensitivity_not_identified_set
7,CES_grid,reprocessed,flat_below,120.0,40,AGGREGATE,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,0.03562189569878971,0.06002759235157473,-0.03760653087498955,-0.0016766539400858704,4.007842810510306,3.1394768682330736,sensitivity_not_identified_set
7,CES_grid,reprocessed,flat_below,120.0,36,agriculture,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,3.70531416050075,3.59048552907133,-5.357977614727516,1.199034534264909,-2.008778907867013,-1.5735434778291604,sensitivity_not_identified_set
7,CES_grid,reprocessed,flat_below,120.0,36,industry,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,5.795819103746314,5.70136177558731,-5.803133223134704,1.2223428110352264,0.2841466424157701,0.22258153655901985,sensitivity_not_identified_set
7,CES_grid,reprocessed,flat_below,120.0,36,services,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,4.404011190611157,4.3614285835057665,-4.300310137318575,0.596603066614626,2.674256368562052,2.094834155373608,sensitivity_not_identified_set
7,CES_grid,reprocessed,flat_below,120.0,36,AGGREGATE,1.1,0.7,0.4,0.6,40.0,0.0,0.0021098039890823555,4.664968119357549,4.623142152568582,-4.707650791513817,0.7703740733163933,1.8213139733423458,1.4266959457848376,sensitivity_not_identified_set
8,CES_grid,reprocessed,bilateral,120.0,40,agriculture,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,-1.0919913530481273,-1.0586305414477248,1.6584837742493752,-0.366730020015138,5.117324733490731,4.008571041234406,sensitivity_not_identified_set
8,CES_grid,reprocessed,bilateral,120.0,40,industry,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,0.7868203240970706,0.7744774397627996,-0.8226981521305188,0.16183527486468008,2.69339700865667,2.109827656781058,sensitivity_not_identified_set
8,CES_grid,reprocessed,bilateral,120.0,40,services,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,-0.08152544000523676,-0.08077937912799316,0.08297665941143784,-0.010687585882751538,4.359815900499891,3.4151891220582478,sensitivity_not_identified_set
8,CES_grid,reprocessed,bilateral,120.0,40,AGGREGATE,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,0.03583919025138549,0.06063892086263234,-0.03775292601926328,-0.002329295569630796,4.007630967266512,3.1393109243587682,sensitivity_not_identified_set
8,CES_grid,reprocessed,bilateral,120.0,36,agriculture,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,5.309864405263265,5.142609683908939,-7.500916350435293,1.6814182880089845,-4.746248740254729,-3.7178948465328707,sensitivity_not_identified_set
8,CES_grid,reprocessed,bilateral,120.0,36,industry,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,7.4688654577032,7.348800190570159,-7.3384345546545156,1.5326811222744097,-1.6837707567402629,-1.318953759446539,sensitivity_not_identified_set
8,CES_grid,reprocessed,bilateral,120.0,36,services,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,6.033016516895584,5.9768968484098295,-5.790096220765895,0.7880077861859625,0.7710348575950183,0.6039773051160977,sensitivity_not_identified_set
8,CES_grid,reprocessed,bilateral,120.0,36,AGGREGATE,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,6.305293943453472,6.245665657191957,-6.250979441169225,1.0081753089003997,-0.15167407754275333,-0.11881136074182344,sensitivity_not_identified_set
8,CES_grid,reprocessed,flat_below,120.0,40,agriculture,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,-1.0808451664781615,-1.0477782705315408,1.6398976596985193,-0.3625388844969435,5.093902180912726,3.9902233750483025,sensitivity_not_identified_set
8,CES_grid,reprocessed,flat_below,120.0,40,industry,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,0.7802842882780103,0.7680557218411321,-0.8157805902236248,0.16029029260974936,2.7021631869099725,2.116694496412812,sensitivity_not_identified_set
8,CES_grid,reprocessed,flat_below,120.0,40,services,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,-0.0790239609776422,-0.07830462376460234,0.08041058609147278,-0.010315151545797763,4.356560592057799,3.412639130445276,sensitivity_not_identified_set
8,CES_grid,reprocessed,flat_below,120.0,40,AGGREGATE,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,0.03522042395625036,0.05952703391367553,-0.03708041732674028,-0.0020602351456955326,4.008512457312021,3.140001424894416,sensitivity_not_identified_set
8,CES_grid,reprocessed,flat_below,120.0,36,agriculture,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,3.683189962062805,3.5678916975142805,-5.293235691729048,1.1824384017373846,-1.9260674239809064,-1.5087528154517102,sensitivity_not_identified_set
8,CES_grid,reprocessed,flat_below,120.0,36,industry,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,5.760443298357298,5.668488416463657,-5.747398278256465,1.181337927380377,0.35634929366639584,0.27914028003867675,sensitivity_not_identified_set
8,CES_grid,reprocessed,flat_below,120.0,36,services,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,4.377212883528214,4.336887817418655,-4.265863615791876,0.5697913712370106,2.7184223116877995,2.129430810822109,sensitivity_not_identified_set
8,CES_grid,reprocessed,flat_below,120.0,36,AGGREGATE,1.1,0.7,0.5,0.6,40.0,0.0,0.0021098039890823555,4.636345486062554,4.5967084212090725,-4.666905240671914,0.7414297807414538,1.8736933181321864,1.4677264325368795,sensitivity_not_identified_set
9,CES_grid,reprocessed,bilateral,120.0,40,agriculture,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,-0.9591555370403126,-0.8568770612005006,1.2576344264896733,-0.34767893170601916,4.606985752144432,3.6088055058464725,sensitivity_not_identified_set
9,CES_grid,reprocessed,bilateral,120.0,40,industry,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,0.7133006352917137,0.695637184871889,-0.7153656167870004,0.17820320520722244,2.8311032221688244,2.2176975240322454,sensitivity_not_identified_set
9,CES_grid,reprocessed,bilateral,120.0,40,services,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,-0.07406117803895329,-0.0738276665302795,0.07412783271507628,-0.013152968227531092,4.348383624687625,3.4062338393386398,sensitivity_not_identified_set
9,CES_grid,reprocessed,bilateral,120.0,40,AGGREGATE,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,0.034337500198944326,0.054729564389632834,-0.03506884513594377,0.0006918162906599523,4.011201994415099,3.1421082289584943,sensitivity_not_identified_set
9,CES_grid,reprocessed,bilateral,120.0,36,agriculture,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,4.616598407017647,4.1153362978741725,-5.6785367706581376,1.5836862372723082,-2.4194421691558654,-1.8952296991720945,sensitivity_not_identified_set
9,CES_grid,reprocessed,bilateral,120.0,36,industry,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,6.711204758564149,6.55115236203252,-6.35456216028002,1.6584117537468634,-0.4309924510918055,-0.3376107533552476,sensitivity_not_identified_set
9,CES_grid,reprocessed,bilateral,120.0,36,services,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,5.436711342670186,5.428344313754119,-5.157221662579037,0.9533760683494485,1.5777719195571485,1.235921336986433,sensitivity_not_identified_set
9,CES_grid,reprocessed,bilateral,120.0,36,AGGREGATE,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,5.662242697244557,5.603822348209153,-5.471268682207143,1.145496823380654,0.8421882492139121,0.6597141285508978,sensitivity_not_identified_set
9,CES_grid,reprocessed,flat_below,120.0,40,agriculture,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,-0.9472425150419239,-0.8460629479831505,1.2389134605294005,-0.3428201017064203,4.583439531032804,3.590360965975696,sensitivity_not_identified_set
9,CES_grid,reprocessed,flat_below,120.0,40,industry,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,0.7067866315752402,0.6894507888166368,-0.7087217677534952,0.17617897195155718,2.8394998970630936,2.22427491936609,sensitivity_not_identified_set
9,CES_grid,reprocessed,flat_below,120.0,40,services,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,-0.07164532543157964,-0.07146546492859951,0.07170382978378687,-0.01262958154151228,4.345318003981019,3.403832436451798,sensitivity_not_identified_set
9,CES_grid,reprocessed,flat_below,120.0,40,AGGREGATE,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,0.033778346941981674,0.0536693486804074,-0.03448350589155824,0.001021921696658934,4.011977453855063,3.1427156721864655,sensitivity_not_identified_set
9,CES_grid,reprocessed,flat_below,120.0,36,agriculture,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,3.2032103376137044,2.8564070618641857,-3.993987117497688,1.1126430154143274,-0.2671918779029231,-0.20930030435728977,sensitivity_not_identified_set
9,CES_grid,reprocessed,flat_below,120.0,36,industry,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,5.183299581569556,5.059709940772517,-4.977577226678664,1.2814792670406139,1.3365297425538571,1.0469482983338547,sensitivity_not_identified_set
9,CES_grid,reprocessed,flat_below,120.0,36,services,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,3.9450168881300263,3.9398368325816113,-3.7956793076840745,0.6889014265966609,3.3178045883738787,2.5989469275595383,sensitivity_not_identified_set
9,CES_grid,reprocessed,flat_below,120.0,36,AGGREGATE,1.326,0.55,0.3,0.6,40.0,0.0,0.0021098039890823555,4.165458389549093,4.126750454728323,-4.0817829649313575,0.8423458581167664,2.6195184235500673,2.0519560984475524,sensitivity_not_identified_set
10,CES_grid,reprocessed,bilateral,120.0,40,agriculture,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,-0.930997841516501,-0.8302708396121905,1.193020077384488,-0.3328092746070821,4.525579295745358,3.54503711500053,sensitivity_not_identified_set
10,CES_grid,reprocessed,bilateral,120.0,40,industry,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,0.6902437704003672,0.6781096282421961,-0.6886845074478121,0.16139393063896446,2.8644597358806436,2.243826793106504,sensitivity_not_identified_set
10,CES_grid,reprocessed,bilateral,120.0,40,services,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,-0.07172522198676257,-0.07205580830387248,0.07180042492109795,-0.011216141013509207,4.345519230895171,3.403990064201218,sensitivity_not_identified_set
10,CES_grid,reprocessed,bilateral,120.0,40,AGGREGATE,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,0.03286510542939158,0.052945379972624274,-0.033476192990189446,-0.00023044883550871198,4.013241753794576,3.143706040472418,sensitivity_not_identified_set
10,CES_grid,reprocessed,bilateral,120.0,36,agriculture,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,4.47538132658527,3.9833189108309908,-5.394400472216187,1.5185635630868388,-2.0564707252416063,-1.610902068105925,sensitivity_not_identified_set
10,CES_grid,reprocessed,bilateral,120.0,36,industry,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,6.485131680323808,6.379724683449117,-6.119350678117996,1.4990222921523855,-0.1266321975630409,-0.09919522142438202,sensitivity_not_identified_set
10,CES_grid,reprocessed,bilateral,120.0,36,services,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,5.258448593197063,5.293296870759834,-4.9975531819527745,0.8085287871894886,1.7826425564217634,1.396403335863715,sensitivity_not_identified_set
10,CES_grid,reprocessed,bilateral,120.0,36,AGGREGATE,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,5.475765756145257,5.459310587088062,-5.2866197644523165,1.0037108071889012,1.0795370227250127,0.8456373344679265,sensitivity_not_identified_set
10,CES_grid,reprocessed,flat_below,120.0,40,agriculture,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,-0.9192763862816089,-0.8196863443719726,1.175124822910889,-0.32813944007172857,4.503073436349211,3.527407525140215,sensitivity_not_identified_set
10,CES_grid,reprocessed,flat_below,120.0,40,industry,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,0.6838954004914299,0.6720527914248153,-0.6822906960181174,0.15953700591121445,2.8725442231877554,2.250159641497075,sensitivity_not_identified_set
10,CES_grid,reprocessed,flat_below,120.0,40,services,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,-0.06937880402698715,-0.06974363859285626,0.06945673015117393,-0.010709957892712785,4.342555182724083,3.4016682264671987,sensitivity_not_identified_set
10,CES_grid,reprocessed,flat_below,120.0,40,AGGREGATE,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,0.03230582681470473,0.051898681065654095,-0.03289805947114255,0.00010722343042890436,4.014007817907243,3.1443061240273398,sensitivity_not_identified_set
10,CES_grid,reprocessed,flat_below,120.0,36,agriculture,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,3.1056785718012625,2.7651531304826893,-3.7923435731932353,1.0663618335263414,-0.009601310580153195,-0.007521026621120004,sensitivity_not_identified_set
10,CES_grid,reprocessed,flat_below,120.0,36,industry,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,5.010129846600497,4.92834556692352,-4.793013091217491,1.1586935012789845,1.5752926992220615,1.2339792810572814,sensitivity_not_identified_set
10,CES_grid,reprocessed,flat_below,120.0,36,services,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,3.816609126200765,3.8423735469932607,-3.6779792934818145,0.5817067539114762,3.468826553020357,2.717247466532613,sensitivity_not_identified_set
10,CES_grid,reprocessed,flat_below,120.0,36,AGGREGATE,1.326,0.55,0.4,0.6,40.0,0.0,0.0021098039890823555,4.029094121096244,4.02094273974265,-3.9436111880601254,0.7365727111869391,2.797135682544344,2.19108961799307,sensitivity_not_identified_set
11,CES_grid,reprocessed,bilateral,120.0,40,agriculture,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,-0.9086824863549614,-0.809512395501899,1.1443017390653232,-0.3215904305226225,4.464200443640412,3.4969570141849897,sensitivity_not_identified_set
11,CES_grid,reprocessed,bilateral,120.0,40,industry,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,0.6719774817229629,0.6642866799021485,-0.6687273961488049,0.14899407563611633,2.889417206905721,2.2633768120761477,sensitivity_not_identified_set
11,CES_grid,reprocessed,bilateral,120.0,40,services,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,-0.06992018354929908,-0.07065537788036869,0.07008651647113506,-0.009696812217707684,4.343415013209585,3.4023417603475075,sensitivity_not_identified_set
11,CES_grid,reprocessed,bilateral,120.0,40,AGGREGATE,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,0.03175971998261584,0.05155026180885258,-0.03232185894115336,-0.0008266983445193166,4.014725116633472,3.144868008029553,sensitivity_not_identified_set
11,CES_grid,reprocessed,bilateral,120.0,36,agriculture,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,4.363720482689115,3.880511597837444,-5.179583319358638,1.469279573237281,-1.782051315287744,-1.3959401969753993,sensitivity_not_identified_set
11,CES_grid,reprocessed,bilateral,120.0,36,industry,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,6.306446029028501,6.24476886269445,-5.943688575019257,1.3816046497650614,0.10062965260113099,0.07882656120421927,sensitivity_not_identified_set
11,CES_grid,reprocessed,bilateral,120.0,36,services,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,5.121069358583519,5.186729864837014,-4.880440664135199,0.6954110962446081,1.932957503663023,1.5141500445360347,sensitivity_not_identified_set
11,CES_grid,reprocessed,bilateral,120.0,36,AGGREGATE,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,5.330914629977634,5.345419577727495,-5.1498539522099485,0.8945480069142253,1.2553624751334556,0.9833672721878736,sensitivity_not_identified_set
11,CES_grid,reprocessed,flat_below,120.0,40,agriculture,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,-0.8971180524935063,-0.7991117944518233,1.1270377156787248,-0.3170650832123423,4.442489909242417,3.47995042890656,sensitivity_not_identified_set
11,CES_grid,reprocessed,flat_below,120.0,40,industry,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,0.6657629179482427,0.6583329797442916,-0.6625207836278513,0.14726131257679076,2.8972679189414094,2.2695265365041037,sensitivity_not_identified_set
11,CES_grid,reprocessed,flat_below,120.0,40,services,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,-0.06762896182400668,-0.06838298472208182,0.06780209721972685,-0.009256451572947633,4.340523007430352,3.400076355820442,sensitivity_not_identified_set
11,CES_grid,reprocessed,flat_below,120.0,40,AGGREGATE,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,0.03120103627733961,0.050514797181455684,-0.03174865051625009,-0.0005219031780856476,4.015482621534287,3.145461386868525,sensitivity_not_identified_set
11,CES_grid,reprocessed,flat_below,120.0,36,agriculture,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,3.0285341580759795,2.6940729282022957,-3.640027225129061,1.0313703265090735,0.18497604927577643,0.14489790526602486,sensitivity_not_identified_set
11,CES_grid,reprocessed,flat_below,120.0,36,industry,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,4.873198585472993,4.824891083308436,-4.655123345169465,1.0682194415701396,1.753642116748189,1.373686324786081,sensitivity_not_identified_set
11,CES_grid,reprocessed,flat_below,120.0,36,services,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,3.7176687832475963,3.7654449931265432,-3.591559299212821,0.5008759875876179,3.579727320472459,2.8041197343700928,sensitivity_not_identified_set
11,CES_grid,reprocessed,flat_below,120.0,36,AGGREGATE,1.326,0.55,0.5,0.6,40.0,0.0,0.0021098039890823555,3.9231808715493477,3.9375319884315862,-3.8412029415285653,0.6572395622489902,2.9287834525466865,2.2942137044949047,sensitivity_not_identified_set
12,CES_grid,reprocessed,bilateral,120.0,40,agriculture,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,-1.0690221648271159,-0.9654683736856962,1.5498071661981028,-0.41482819741583965,4.9750950759713355,3.89715780951088,sensitivity_not_identified_set
12,CES_grid,reprocessed,bilateral,120.0,40,industry,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,0.8023751059071271,0.7650439218546357,-0.8399656804896738,0.2594336111974238,2.675443519176339,2.095764090021466,sensitivity_not_identified_set
12,CES_grid,reprocessed,bilateral,120.0,40,services,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,-0.08322591705919313,-0.0808015316210442,0.08500405228719643,-0.020679911611354296,4.361853244060883,3.416785041181024,sensitivity_not_identified_set
12,CES_grid,reprocessed,bilateral,120.0,40,AGGREGATE,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,0.04133428332457889,0.06195519913307912,-0.043526022599538194,0.006823869042216213,4.0004708944261225,3.133702200633796,sensitivity_not_identified_set
12,CES_grid,reprocessed,bilateral,120.0,36,agriculture,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,5.171004243144206,4.657068396281283,-6.952252383721813,1.8749350072315263,-4.04655185711242,-3.169798954738062,sensitivity_not_identified_set
12,CES_grid,reprocessed,bilateral,120.0,36,industry,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,7.590195710582792,7.233326628202419,-7.458433534010278,2.4310220377999405,-1.860021775804987,-1.4570170577139063,sensitivity_not_identified_set
12,CES_grid,reprocessed,bilateral,120.0,36,services,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,6.14024342370052,5.9622356113030905,-5.9089068576081765,1.5166189546953979,0.6141336350192447,0.4810713474317416,sensitivity_not_identified_set
12,CES_grid,reprocessed,bilateral,120.0,36,AGGREGATE,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,6.396698851729665,6.177050138666185,-6.332957494195202,1.7310095692533556,-0.2650003299559317,-0.2075835917988131,sensitivity_not_identified_set
12,CES_grid,reprocessed,flat_below,120.0,40,agriculture,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,-1.0564299723887394,-0.9537879814431327,1.5275150131236703,-0.40915163916585007,4.9470493393420805,3.875188649151297,sensitivity_not_identified_set
12,CES_grid,reprocessed,flat_below,120.0,40,industry,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,0.7952559417786942,0.758357871602966,-0.8321603059436744,0.2566149674665785,2.6852897136599285,2.103476942366944,sensitivity_not_identified_set
12,CES_grid,reprocessed,flat_below,120.0,40,services,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,-0.08055966258365688,-0.07824560509647194,0.08221897054836447,-0.019895639784478503,4.35834105353475,3.4140338252688878,sensitivity_not_identified_set
12,CES_grid,reprocessed,flat_below,120.0,40,AGGREGATE,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,0.040762871408395185,0.06084958290260012,-0.04287908411848562,0.007240941057912176,4.001332616953825,3.1343772166138297,sensitivity_not_identified_set
12,CES_grid,reprocessed,flat_below,120.0,36,agriculture,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,3.5857662578299587,3.230609771211168,-4.900421846169589,1.3202530153229142,-1.4251186156689368,-1.116342915607334,sensitivity_not_identified_set
12,CES_grid,reprocessed,flat_below,120.0,36,industry,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,5.8557849851481825,5.581919062624396,-5.842760824266224,1.8764257794865236,0.21677811752578005,0.1698095253951944,sensitivity_not_identified_set
12,CES_grid,reprocessed,flat_below,120.0,36,services,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,4.452265920953247,4.324874671550805,-4.3494798982753995,1.094699076862532,2.6079219304300874,2.0428721788369018,sensitivity_not_identified_set
12,CES_grid,reprocessed,flat_below,120.0,36,AGGREGATE,1.326,0.622,0.3,0.6,40.0,0.0,0.0021098039890823555,4.703006442865765,4.546135103325111,-4.726474479997589,1.2718639492026673,1.791150155438955,1.403067621760515,sensitivity_not_identified_set
