version,efficiency_mode,hours_cap,sigma_sub,omega,kappa,Y0,Y1,C0,C1,dY_pct,A_req_pct,A_req_frozen_pct,baseline_informality_pct,informality_pct,dInf_pp,dGHH_pct,CE_pct,hours_pct,efficiency_pct,reallocation_pct,decomposition_total_pct,input_note,implied_hourly_ratio,implied_weekly_ratio
all_private_costs_as_resources,bilateral,40,1.326,0.622,0.0021098039890823555,3.975613678726516,3.8955898125159076,3.4294895093946742,3.356696616650261,-2.012868268333401,1.9231982861923624,1.8681310076982038,40.91580502215657,41.45115195205465,0.5353469298980784,0.5651357446238825,0.4231909154366205,-2.8069369956645045,0.9730651171699081,-0.17899638983880647,-2.0128682683334027,Alternative resource accounting: C+adjustment+tau*NF+pi*NI^2/2=Y,1.6978189750753263,1.6300605632518657
all_private_costs_as_resources,bilateral,36,1.326,0.622,0.0021098039890823555,3.975613678726516,3.6547483737189417,3.4294895093946742,3.1387727486508723,-8.070837132001095,8.176826526673375,7.945313482436678,40.91580502215657,43.141251462097266,2.2254464399406926,-3.750342857000978,-2.808371337246969,-6.975938144793426,-0.3845606356649156,-0.7103383515427507,-8.070837132001092,Alternative resource accounting: C+adjustment+tau*NF+pi*NI^2/2=Y,1.6978189750753263,1.6300605632518657
all_private_costs_as_resources,flat_below,40,1.326,0.622,0.0021098039890823555,3.980082478232873,3.900144801822801,3.4330528813020416,3.360345760085143,-2.0084427106034197,1.9187364957172548,1.8637498414396214,40.91580502215659,41.45016337236098,0.5343583502043947,0.5718128379694088,0.428178729752694,-2.8004365339494455,0.9707867867717517,-0.1787929634257266,-2.00844271060342,Alternative resource accounting: C+adjustment+tau*NF+pi*NI^2/2=Y,1.6988569132306912,1.6310570782390301
all_private_costs_as_resources,flat_below,36,1.326,0.622,0.0021098039890823555,3.980082478232873,3.7161798299169737,3.4330528813020416,3.193742796097804,-6.630582400218755,6.621991080222589,6.43375276877276,40.91580502215659,42.72918206912693,1.813377046970338,-1.6732839350980708,-1.2529704516431495,-6.95935184380627,0.9145092995899784,-0.5857398560024668,-6.630582400218758,Alternative resource accounting: C+adjustment+tau*NF+pi*NI^2/2=Y,1.6988569132306912,1.6310570782390301
